time,ax,ay,az,atotal
0.0065135955810546875,0.75,0.0,0.23,0.78
0.0314326286315918,0.7,-0.03,0.1,0.7
0.03725171089172363,0.56,-0.17,-0.05,0.58
0.038750648498535156,0.29,-0.39,-0.29,0.56
0.046622514724731445,0.04,-0.48,-0.35,0.59
0.057335615158081055,0.0,-0.3,-0.16,0.34
0.06677651405334473,-0.08,0.13,-0.04,0.15
0.07672572135925293,0.1,0.17,-0.06,0.2
0.08762955665588379,0.42,-0.24,-0.22,0.53
0.09687256813049316,0.2,-0.23,-0.38,0.48
0.10681962966918945,0.39,-0.12,-0.87,0.96
0.13194870948791504,0.43,-0.26,-1.49,1.57
0.13773274421691895,-0.05,0.05,-1.89,1.89
0.13912367820739746,-0.1,0.49,-2.04,2.1
0.146775484085083,0.5,0.54,-1.81,1.95
0.15743064880371094,0.72,0.51,-1.48,1.72
0.1670665740966797,0.13,0.44,-0.76,0.88
0.1770646572113037,-0.3,-0.1,-0.09,0.32
0.18791961669921875,-0.19,0.14,0.22,0.32
0.1971127986907959,-0.43,0.09,0.36,0.56
0.2071225643157959,-0.3,-0.03,0.36,0.46
0.23012375831604004,0.12,-0.26,0.39,0.48
0.23275065422058105,0.52,-0.29,0.6,0.84
0.23704862594604492,0.72,0.05,0.69,0.99
0.2470858097076416,1.09,0.55,1.35,1.82
0.2576925754547119,1.12,0.31,1.69,2.05
0.2667505741119385,-0.22,-1.15,2.44,2.7
0.27732062339782715,-0.05,-1.62,2.11,2.66
0.28814268112182617,1.65,-1.14,0.49,2.06
0.29738569259643555,1.61,-0.9,-0.97,2.08
0.3073716163635254,1.28,-0.87,-1.88,2.43
0.3308837413787842,1.36,-0.2,-2.11,2.51
0.33351659774780273,1.29,0.49,-1.0,1.7
0.33740878105163574,1.07,0.39,0.16,1.15
0.34742069244384766,0.83,-0.35,0.53,1.04
0.35797953605651855,-1.09,-1.29,2.29,2.84
0.3669407367706299,-0.09,-0.6,1.4,1.52
0.37752652168273926,-0.24,0.37,0.79,0.9
0.3882486820220947,-0.2,0.99,0.94,1.37
0.3976147174835205,-0.51,0.57,-1.61,1.78
0.4076077938079834,-1.12,-0.17,0.65,1.3
0.4321916103363037,2.14,-0.06,3.67,4.24
0.4348416328430176,3.94,0.53,4.15,5.74
0.43892765045166016,3.3,0.7,2.76,4.35
0.4474976062774658,1.59,-0.74,1.25,2.15
0.45810365676879883,0.39,-1.56,0.38,1.65
0.4675896167755127,1.22,-1.12,-0.79,1.83
0.4776895046234131,2.05,-1.26,-1.88,3.05
0.4884617328643799,1.5,-0.75,-1.95,2.57
0.49721646308898926,0.26,0.12,-0.23,0.36
0.5077366828918457,-0.26,0.62,0.81,1.05
0.5308845043182373,0.28,0.09,-0.4,0.49
0.533484697341919,0.85,-0.97,-2.4,2.72
0.5383107662200928,1.75,-1.75,-4.05,4.74
0.5478355884552002,2.08,-1.94,-4.56,5.37
0.5583927631378174,2.55,-1.41,-3.53,4.57
0.5678727626800537,2.89,-0.47,-2.26,3.69
0.5780375003814697,2.1,-0.13,-2.33,3.13
0.5887315273284912,0.53,-0.24,-0.11,0.59
0.5975556373596191,0.12,-0.32,2.66,2.68
0.608020544052124,0.82,-0.53,3.77,3.89
0.6313097476959229,0.77,-1.02,3.22,3.46
0.6339356899261475,0.46,-1.49,2.23,2.72
0.6385886669158936,0.6,-1.95,1.86,2.76
0.6479916572570801,1.99,-2.26,-0.4,3.03
0.6586096286773682,3.93,-1.59,-1.06,4.36
0.6682686805725098,4.28,-1.35,-0.23,4.49
0.6782386302947998,3.78,-1.66,-1.05,4.25
0.6890876293182373,3.16,-2.37,-2.11,4.47
0.6982395648956299,2.1,-3.03,-2.63,4.52
0.7082796096801758,1.12,-3.57,-2.34,4.41
0.7319436073303223,1.34,-4.07,-2.39,4.9
0.7345435619354248,0.82,-3.87,-2.98,4.95
0.7393536567687988,0.33,-2.93,-3.59,4.64
0.7482945919036865,0.21,-2.67,-3.95,4.77
0.7588527202606201,-0.64,-4.03,-3.45,5.34
0.7683885097503662,-1.16,-5.42,-2.75,6.18
0.7784125804901123,-1.99,-5.66,-2.32,6.43
0.7894546985626221,-3.14,-5.78,-2.5,7.03
0.7985305786132812,-4.08,-5.94,-2.93,7.77
0.8085026741027832,-4.72,-5.71,-3.19,8.06
0.8332774639129639,-4.76,-5.65,-2.96,7.95
0.836134672164917,-4.72,-5.54,-2.05,7.56
0.8402276039123535,-4.94,-5.04,-0.73,7.09
0.8482816219329834,-4.84,-4.54,0.7,6.67
0.8590836524963379,-4.41,-3.86,1.96,6.17
0.8685815334320068,-3.9,-3.16,3.02,5.85
0.8786725997924805,-3.26,-2.45,3.96,5.68
0.8894455432891846,-2.41,-1.86,4.71,5.6
0.8983156681060791,-1.37,-1.31,5.35,5.67
0.9088046550750732,-0.21,-0.39,5.9,5.91
0.9328525066375732,0.68,0.65,6.43,6.49
0.935492753982544,1.02,1.33,7.3,7.48
0.9399645328521729,1.5,2.41,7.85,8.34
0.9487655162811279,2.34,3.53,7.7,8.78
0.9592955112457275,3.29,4.58,7.11,9.07
0.968808650970459,4.05,5.31,6.47,9.29
0.9788568019866943,4.51,5.75,5.9,9.39
0.989844560623169,5.02,6.13,5.5,9.64
0.9989216327667236,5.54,6.64,5.41,10.2
1.0089538097381592,6.18,6.66,5.33,10.53
1.032897710800171,6.4,6.69,5.2,10.61
1.0354845523834229,5.93,6.73,4.81,10.17
1.0403854846954346,5.16,6.5,4.06,9.23
1.0490286350250244,4.24,6.31,3.11,8.21
1.0594375133514404,3.78,5.81,2.12,7.24
1.0690357685089111,3.72,5.34,1.45,6.66
1.0787737369537354,3.66,5.12,0.96,6.36
1.0898456573486328,3.43,4.96,0.5,6.05
1.0991227626800537,2.96,4.76,0.02,5.6
1.1087706089019775,2.61,4.5,-0.56,5.23
1.1328465938568115,2.69,4.1,-0.72,4.95
1.1354436874389648,2.71,3.51,-0.13,4.43
1.1410386562347412,2.52,3.27,0.44,4.15
1.1491568088531494,2.49,3.18,0.61,4.08
1.159733533859253,2.7,3.06,0.28,4.09
1.1692187786102295,2.99,2.84,-0.39,4.14
1.1793546676635742,3.02,2.39,-1.09,4.0
1.1903016567230225,2.74,1.77,-1.63,3.64
1.1996266841888428,2.24,1.15,-2.5,3.54
1.2095355987548828,0.95,0.15,-3.89,4.0
1.235076665878296,-0.36,-0.35,-3.9,3.93
1.2379236221313477,-0.83,-0.69,-3.15,3.32
1.2421257495880127,-0.45,-0.98,-2.84,3.03
1.2493517398834229,-0.11,-1.75,-7.12,7.33
1.2600796222686768,-0.71,-1.39,-11.87,11.97
1.2695395946502686,-0.36,1.31,-5.48,5.64
1.2796525955200195,-0.05,2.52,-0.84,2.65
1.291015625,1.12,1.38,1.59,2.38
1.2998106479644775,0.29,0.17,3.57,3.58
1.309755563735962,-0.93,-0.87,3.8,4.0
1.3346366882324219,-3.24,-0.89,2.15,3.98
1.3375256061553955,-5.34,-0.11,1.86,5.65
1.3419907093048096,-3.88,-0.57,3.15,5.03
1.3498315811157227,-0.21,-0.93,4.28,4.38
1.3603794574737549,2.33,-0.6,2.6,3.54
1.3697974681854248,3.85,-0.69,-2.48,4.63
1.3799545764923096,3.51,-0.03,-4.7,5.86
1.3912465572357178,1.66,0.13,-2.93,3.37
1.3998925685882568,-0.05,-0.33,-1.49,1.52
1.4099016189575195,-2.15,-0.79,-0.66,2.38
1.4338536262512207,-4.79,-1.43,-0.15,5.0
1.4368085861206055,-6.82,-2.17,0.76,7.19
1.4420816898345947,-6.6,-2.78,1.14,7.25
1.4499785900115967,-5.57,-3.48,1.27,6.68
1.4604876041412354,-4.73,-4.67,1.52,6.81
1.4700026512145996,-2.47,-4.3,1.91,5.31
1.4796936511993408,-2.61,-1.52,2.33,3.81
1.4914345741271973,-4.11,1.23,3.0,5.23
1.499692678451538,-4.55,1.9,3.72,6.17
1.5102055072784424,-3.4,0.89,4.63,5.81
1.5342986583709717,-1.64,-0.53,4.79,5.09
1.5369675159454346,-0.52,-1.73,4.28,4.64
1.5396945476531982,-0.19,-2.36,3.49,4.21
1.5500667095184326,0.07,-1.92,2.46,3.12
1.5608017444610596,2.04,-0.46,1.61,2.63
1.5697736740112305,5.29,0.68,1.38,5.5
1.5798695087432861,8.16,1.42,1.92,8.5
1.5917375087738037,8.52,2.07,3.43,9.41
1.6004207134246826,8.8,2.55,3.68,9.87
1.6099166870117188,7.39,2.81,-4.64,9.16
1.6348035335540771,6.93,2.65,-11.08,13.33
1.6376566886901855,4.84,3.39,-4.38,7.35
1.6424405574798584,2.47,4.38,2.58,5.65
1.650392770767212,1.4,4.83,3.22,5.97
1.6610515117645264,0.91,4.51,4.16,6.2
1.6704914569854736,0.14,3.99,4.93,6.34
1.6806256771087646,0.48,3.86,1.81,4.29
1.6921496391296387,0.91,3.41,-1.76,3.94
1.7006425857543945,0.43,1.48,-2.19,2.67
1.710648775100708,0.86,-0.27,-0.24,0.93
1.7368745803833008,1.52,-1.93,1.69,2.98
1.7398755550384521,0.34,-4.81,0.1,4.82
1.744121789932251,-1.73,-7.61,1.22,7.89
1.7505595684051514,-4.05,-10.41,3.62,11.74
1.7615206241607666,-6.86,-11.73,5.44,14.63
1.771364688873291,-8.96,-12.14,5.35,16.0
1.78139066696167,-10.04,-11.82,1.45,15.57
1.7923195362091064,-9.85,-9.88,-7.18,15.69
1.8006196022033691,-6.35,-3.94,-5.91,9.52
1.8108775615692139,-2.65,0.31,-4.46,5.19
1.834944486618042,-0.8,2.0,-3.67,4.25
1.8376376628875732,0.13,2.73,-1.8,3.27
1.8407604694366455,0.31,2.68,-0.44,2.73
1.8507745265960693,0.4,1.76,0.01,1.8
1.8615245819091797,0.2,0.46,0.41,0.64
1.870931625366211,-0.24,-0.51,0.53,0.77
1.8809165954589844,-0.27,-0.85,0.4,0.97
1.8922755718231201,-0.14,-0.84,0.11,0.85
1.9011285305023193,0.09,-0.68,0.03,0.68
1.911083459854126,0.29,-0.5,0.26,0.63
1.935361623764038,0.47,-0.31,0.6,0.82
1.9381844997406006,0.54,-0.19,0.9,1.06
1.941037654876709,0.5,-0.09,1.09,1.2
1.9511516094207764,0.57,0.04,1.11,1.24
1.9615325927734375,0.62,0.12,1.05,1.22
1.9710667133331299,0.52,0.06,1.01,1.13
1.9811675548553467,0.34,-0.04,0.88,0.94
1.992506742477417,0.38,0.04,0.57,0.68
2.001274585723877,0.46,0.23,0.06,0.51
2.0111167430877686,0.46,0.29,-0.25,0.59
2.0350635051727295,0.33,0.14,-0.23,0.42
2.037752628326416,0.1,-0.14,-0.11,0.2
2.0411884784698486,0.07,-0.27,0.01,0.27
2.0513086318969727,0.31,-0.02,0.54,0.62
2.0619657039642334,0.36,0.61,1.35,1.52
2.0713164806365967,0.23,1.21,1.65,2.05
2.080984592437744,0.46,1.5,1.35,2.06
2.0931055545806885,0.79,1.44,0.92,1.88
2.101550579071045,1.06,1.13,0.35,1.58
2.111525774002075,1.3,0.78,-0.16,1.52
2.136528730392456,1.46,0.52,-0.31,1.58
2.1391196250915527,1.59,0.32,-0.01,1.62
2.1414105892181396,1.68,0.17,0.22,1.7
2.1515426635742188,1.69,-0.09,0.26,1.71
2.1620757579803467,1.63,-0.54,0.21,1.72
2.1716055870056152,1.29,-0.99,0.29,1.65
2.1817047595977783,0.44,-1.23,0.46,1.38
2.193042516708374,-0.35,-1.05,0.34,1.15
2.2017946243286133,-0.71,-0.36,-0.01,0.79
2.2117786407470703,-0.74,0.38,-0.44,0.94
2.2365715503692627,-0.63,0.82,-0.93,1.39
2.239405632019043,-0.48,0.88,-1.23,1.58
2.2413196563720703,-0.28,0.64,-1.28,1.45
2.2517685890197754,-0.26,0.24,-1.08,1.13
2.2624027729034424,-0.53,-0.14,-0.86,1.01
2.2718617916107178,-0.86,-0.33,-0.69,1.15
2.2818877696990967,-1.09,-0.37,-0.51,1.25
2.2928965091705322,-1.15,-0.23,-0.29,1.2
2.301957607269287,-1.04,0.03,-0.04,1.04
2.3119866847991943,-0.83,0.31,0.27,0.92
2.3366806507110596,-0.38,0.55,0.49,0.82
2.3395745754241943,0.11,0.64,0.61,0.89
2.342099666595459,0.41,0.52,0.82,1.05
2.352252721786499,0.57,0.31,0.94,1.14
2.362658739089966,0.76,0.06,0.87,1.15
2.372192621231079,0.98,-0.11,0.73,1.22
2.3817636966705322,0.92,-0.24,0.56,1.1
2.39323353767395,0.77,-0.3,0.34,0.89
2.4022676944732666,0.53,-0.17,0.01,0.55
2.412264585494995,0.18,0.0,-0.41,0.44
2.4383206367492676,-0.1,0.15,-0.82,0.83
2.4412386417388916,-0.39,0.18,-1.06,1.14
2.4432826042175293,-0.61,0.12,-1.16,1.31
2.4520785808563232,-0.8,-0.04,-1.1,1.36
2.462911605834961,-0.83,-0.16,-0.95,1.27
2.4723095893859863,-0.84,-0.16,-0.74,1.13
2.482370615005493,-0.78,-0.06,-0.57,0.96
2.4935226440429688,-0.7,0.13,-0.47,0.85
2.502492666244507,-0.65,0.33,-0.51,0.88
2.512526750564575,-0.69,0.44,-0.52,0.96
2.538301706314087,-0.6,0.42,-0.53,0.9
2.5412185192108154,-0.41,0.34,-0.45,0.69
2.5432097911834717,-0.11,0.2,-0.47,0.52
2.5524284839630127,0.22,0.01,-0.59,0.62
2.5630805492401123,0.38,-0.17,-0.58,0.71
2.5725977420806885,0.39,-0.31,-0.48,0.69
2.5825695991516113,0.22,-0.37,-0.34,0.54
2.593745470046997,0.04,-0.24,-0.16,0.29
2.602623701095581,-0.05,-0.04,-0.01,0.06
2.612628698348999,-0.23,0.11,0.18,0.31
2.6377265453338623,-0.53,0.19,0.37,0.67
2.6405584812164307,-0.75,0.31,0.43,0.91
2.64268159866333,-0.78,0.41,0.44,0.98
2.652756690979004,-0.75,0.41,0.59,1.03
2.663299798965454,-0.71,0.33,0.88,1.17
2.672804594039917,-0.65,0.19,1.08,1.27
2.682863473892212,-0.46,0.03,1.11,1.2
2.6939005851745605,-0.35,-0.07,1.06,1.11
2.702871561050415,-0.21,-0.16,0.96,0.99
2.7128286361694336,-0.03,-0.18,0.93,0.94
2.738398790359497,0.0,-0.13,0.98,0.98
2.7411975860595703,-0.15,0.0,1.0,1.01
2.743269681930542,-0.25,0.12,0.89,0.93
2.753103494644165,-0.35,0.19,0.7,0.8
2.763498544692993,-0.53,0.19,0.5,0.75
2.773094654083252,-0.7,0.14,0.37,0.8
2.7831037044525146,-0.75,0.07,0.21,0.78
