time,ax,ay,az,atotal
0.005115985870361328,0.07,0.19,-0.26,0.32
0.015263080596923828,0.15,0.07,-0.16,0.23
0.03289318084716797,-0.02,-0.07,-0.49,0.49
0.039092063903808594,-0.01,-0.08,-0.75,0.75
0.04526805877685547,0.06,-0.32,-0.66,0.73
0.05559706687927246,-0.14,-0.4,-0.67,0.79
0.06522607803344727,-0.05,-0.29,-0.71,0.76
0.0757291316986084,0.03,-0.27,-0.99,1.02
0.08528709411621094,-0.29,-0.5,-1.41,1.52
0.09556102752685547,-0.44,-0.7,-1.76,1.94
0.10553598403930664,-0.45,-0.9,-2.09,2.31
0.11562299728393555,-0.43,-1.04,-2.37,2.62
0.13360810279846191,-0.43,-1.01,-2.66,2.87
0.13945627212524414,-0.47,-0.95,-2.93,3.11
0.14546608924865723,-0.41,-0.86,-3.16,3.3
0.15589213371276855,-0.42,-0.87,-3.32,3.45
0.16574907302856445,-0.42,-1.17,-3.43,3.64
0.1759960651397705,-0.53,-1.44,-3.52,3.83
0.1856391429901123,-1.21,-1.61,-4.47,4.9
0.1956181526184082,-1.86,-1.47,-4.56,5.13
0.20561909675598145,-2.14,-1.54,-3.94,4.74
0.2155170440673828,-1.64,-1.62,-4.43,4.99
0.23235797882080078,-0.71,-1.73,-4.25,4.64
0.24223804473876953,0.34,-2.13,-2.18,3.06
0.24599814414978027,0.42,-2.6,-1.4,2.98
0.2556431293487549,-0.02,-3.12,-2.18,3.8
0.26570796966552734,0.32,-3.59,-3.15,4.78
0.2757251262664795,2.26,-4.12,-2.74,5.43
0.2857401371002197,4.05,-4.71,-3.05,6.92
0.29590702056884766,3.92,-5.57,-3.8,7.79
0.3058891296386719,3.8,-6.11,-4.38,8.42
0.31621503829956055,3.88,-6.39,-4.93,8.95
0.33388519287109375,3.75,-6.53,-5.01,9.04
0.33975815773010254,3.83,-6.42,-3.93,8.44
0.34586000442504883,3.18,-6.5,-2.22,7.56
0.35643815994262695,2.18,-6.36,-0.35,6.73
0.3659660816192627,1.09,-6.03,1.39,6.28
0.3759951591491699,0.0,-5.56,2.74,6.19
0.38599205017089844,-0.82,-5.12,3.24,6.11
0.39608311653137207,-1.39,-4.27,2.96,5.37
0.40610504150390625,-2.5,-3.14,2.05,4.5
0.41648197174072266,-4.46,-2.42,1.46,5.28
0.435028076171875,-6.44,-1.47,0.93,6.67
0.4412212371826172,-8.04,-0.1,0.83,8.08
0.44609928131103516,-9.26,1.34,0.9,9.39
0.45697593688964844,-10.11,2.55,0.65,10.44
0.4669320583343506,-10.74,3.47,0.39,11.29
0.4767580032348633,-10.96,4.35,0.34,11.79
0.4864311218261719,-10.79,5.24,-0.19,11.99
0.4967031478881836,-10.41,5.78,-0.45,11.91
0.5064530372619629,-9.76,6.04,-0.03,11.47
0.5163321495056152,-8.65,6.37,0.7,10.76
0.53302001953125,-7.84,6.81,0.19,10.38
0.5428831577301025,-7.45,6.71,-7.23,12.36
0.5467042922973633,-7.12,7.16,-13.85,17.14
0.5566272735595703,-6.36,8.35,-10.52,14.86
0.5667791366577148,-5.91,9.32,-6.3,12.7
0.5767371654510498,-5.98,8.68,-4.84,11.59
0.5864040851593018,-5.5,7.08,-3.56,9.64
0.5965251922607422,-3.5,5.63,-1.2,6.73
0.6067032814025879,-1.8,4.65,1.1,5.1
0.6166119575500488,-0.79,4.1,0.41,4.19
0.6348929405212402,0.21,3.7,-2.64,4.55
0.6408252716064453,0.31,3.04,-4.7,5.6
0.6465511322021484,0.55,2.79,-4.89,5.65
0.6576700210571289,0.86,2.13,-4.26,4.83
0.6665792465209961,1.08,0.93,-2.55,2.92
0.6766300201416016,1.46,0.07,-0.8,1.66
0.6871070861816406,1.67,-0.3,0.18,1.7
0.6971621513366699,2.2,-0.56,0.51,2.32
0.7067131996154785,2.55,-0.28,0.73,2.66
0.7172231674194336,2.11,0.19,1.01,2.34
0.734468936920166,0.85,0.23,1.24,1.52
0.7447099685668945,-0.57,0.11,0.99,1.14
0.7470850944519043,-1.2,0.07,0.52,1.3
0.7568581104278564,-1.51,0.37,0.03,1.55
0.7669651508331299,-1.44,1.04,-0.44,1.82
0.7772221565246582,-1.08,1.16,-0.6,1.69
0.7875761985778809,-0.8,0.79,-0.49,1.22
0.7970521450042725,-0.76,1.2,-0.04,1.42
0.8070001602172852,-0.59,2.1,-0.02,2.18
0.8171319961547852,-0.22,2.83,-0.79,2.94
0.8354041576385498,0.28,3.64,-1.51,3.95
0.8459162712097168,0.71,3.92,-1.83,4.38
0.8480541706085205,0.89,3.71,-1.97,4.29
0.8571829795837402,0.79,3.31,-2.59,4.27
0.8671021461486816,-0.05,2.81,-3.21,4.26
0.8772072792053223,-1.1,2.51,-3.31,4.29
0.8879480361938477,-0.99,1.93,-2.99,3.69
0.8972220420837402,-0.94,0.7,-2.74,2.98
0.9076972007751465,-1.28,-0.26,-2.49,2.81
0.9176802635192871,-2.13,-1.26,-1.24,2.76
0.9349451065063477,-2.85,-2.16,0.18,3.58
0.9450211524963379,-0.25,-2.47,0.73,2.58
0.9473910331726074,2.55,-3.32,-0.01,4.18
0.9573659896850586,3.95,-4.42,-1.46,6.1
0.9676699638366699,5.18,-4.7,-1.03,7.06
0.9775161743164062,4.36,-6.76,1.18,8.13
0.9881782531738281,0.59,-7.23,3.68,8.13
0.9975011348724365,-1.66,-4.57,3.54,6.01
1.0075349807739258,-3.8,-3.18,2.37,5.49
1.0177240371704102,-5.6,-1.73,0.48,5.88
1.036060094833374,-4.39,-0.73,-0.87,4.53
1.046633243560791,-2.32,-1.2,-1.25,2.89
1.0482470989227295,-1.69,-1.26,-1.12,2.38
1.0575790405273438,-1.22,-1.36,-0.27,1.84
1.0679481029510498,-1.14,-1.92,1.24,2.55
1.0782411098480225,-1.23,-2.33,3.17,4.12
1.0883700847625732,-1.98,-2.41,4.7,5.64
1.0981340408325195,-4.12,-2.59,5.19,7.11
1.1077861785888672,-6.75,-2.37,3.9,8.14
1.1179511547088623,-7.25,-1.58,1.74,7.62
1.1346960067749023,-6.65,-1.36,1.04,6.86
1.1447031497955322,-5.54,-1.65,1.04,5.87
1.147848129272461,-3.03,-2.38,-0.03,3.85
